expressao;frequencia;tipo
a gente;44;bigram
que eu;23;bigram
meu pai;19;bigram
tem que;18;bigram
que a;16;bigram
gente não;15;bigram
as coisas;14;bigram
coisas que;12;bigram
a senhora;11;bigram
as pessoas;11;bigram
que está;11;bigram
o que;11;bigram
acho que;10;bigram
eu acho;9;bigram
que é;9;bigram
a vida;9;bigram
e isso;9;bigram
uma coisa;8;bigram
e a;8;bigram
o meu;8;bigram
eu não;8;bigram
gente tem;8;bigram
os filhos;7;bigram
mas a;7;bigram
a minha;7;bigram
alguma coisa;7;bigram
coisa que;7;bigram
da gente;7;bigram
não pode;7;bigram
se a;7;bigram
eu sou;7;bigram
correr risco;7;bigram
era a;6;bigram
a educação;6;bigram
hoje em;6;bigram
em dia;6;bigram
para mim;6;bigram
muito rígida;6;bigram
gente foi;6;bigram
isso aí;6;bigram
isso é;6;bigram
que as;6;bigram
é uma;6;bigram
na minha;6;bigram
vida da;6;bigram
sou muito;6;bigram
porque é;6;bigram
é a;6;bigram
é que;6;bigram
que arriscar;6;bigram
que ele;5;bigram
eu fiz;5;bigram
porque eu;5;bigram
doze anos;5;bigram
minha mãe;5;bigram
um metro;5;bigram
metro e;5;bigram
e setenta;5;bigram
foi uma;5;bigram
para os;5;bigram
eu tenho;5;bigram
do meu;5;bigram
foi a;5;bigram
de uma;5;bigram
de ter;5;bigram
das pessoas;5;bigram
essa parte;5;bigram
o melhor;5;bigram
era o;5;bigram
ver as;5;bigram
uma certa;5;bigram
às vezes;5;bigram
que você;5;bigram
arriscar a;5;bigram
era uma;4;bigram
como é;4;bigram
os pais;4;bigram
todo mundo;4;bigram
que eles;4;bigram
foi de;4;bigram
de ônibus;4;bigram
tinha doze;4;bigram
eu tinha;4;bigram
não eu;4;bigram
eu já;4;bigram
o médico;4;bigram
ver o;4;bigram
mas eu;4;bigram
que tem;4;bigram
é como;4;bigram
como se;4;bigram
eles foram;4;bigram
uma forma;4;bigram
aquilo ali;4;bigram
forma de;4;bigram
não é;4;bigram
de ver;4;bigram
é isso;4;bigram
isso porque;4;bigram
isso que;4;bigram
está acontecendo;4;bigram
eu herdei;4;bigram
de coisas;4;bigram
eu lembro;4;bigram
que estão;4;bigram
está ali;4;bigram
não sabe;4;bigram
nem tanto;4;bigram
tanto é;4;bigram
tem coisas;4;bigram
um conselho;4;bigram
não vou;4;bigram
você está;4;bigram
não vai;4;bigram
de vida;4;bigram
seus pais;3;bigram
porque a;3;bigram
que era;3;bigram
que te;3;bigram
tem algumas;3;bigram
que isso;3;bigram
no hotel;3;bigram
e eu;3;bigram
tinha um;3;bigram
setenta e;3;bigram
fui para;3;bigram
para recife;3;bigram
para o;3;bigram
com o;3;bigram
a única;3;bigram
e foi;3;bigram
lembro de;3;bigram
senhora acha;3;bigram
acha que;3;bigram
que mudou;3;bigram
em que;3;bigram
para pior;3;bigram
a parte;3;bigram
parte de;3;bigram
é muito;3;bigram
a pessoa;3;bigram
uma pessoa;3;bigram
seja indispensável;3;bigram
com que;3;bigram
que o;3;bigram
foi isso;3;bigram
que hoje;3;bigram
gente faz;3;bigram
foram criados;3;bigram
com a;3;bigram
minha forma;3;bigram
de ser;3;bigram
ok e;3;bigram
característica que;3;bigram
tenho uma;3;bigram
não mas;3;bigram
com as;3;bigram
aí eu;3;bigram
pessoas hoje;3;bigram
é assim;3;bigram
que ter;3;bigram
ter uma;3;bigram
não não;3;bigram
hoje estão;3;bigram
isso eu;3;bigram
de datas;3;bigram
muito nisso;3;bigram
a memória;3;bigram
eu falo;3;bigram
mas o;3;bigram
para você;3;bigram
mas tem;3;bigram
daquilo que;3;bigram
que aquilo;3;bigram
que não;3;bigram
do jeito;3;bigram
jeito que;3;bigram
dentro de;3;bigram
ele era;3;bigram
a melhor;3;bigram
é o;3;bigram
não tem;3;bigram
dar um;3;bigram
mãe e;3;bigram
cada um;3;bigram
um tem;3;bigram
que correr;3;bigram
deu certo;3;bigram
não deu;3;bigram
certo mas;3;bigram
que já;3;bigram
aquilo que;3;bigram
minha experiência;3;bigram
que vem;3;bigram
meus avós;2;bigram
não era;2;bigram
uma relação;2;bigram
assim como;2;bigram
filhos é;2;bigram
meus pais;2;bigram
onde a;2;bigram
eram seis;2;bigram
filhos e;2;bigram
e todo;2;bigram
mundo se;2;bigram
se comportava;2;bigram
coisas de;2;bigram
de ficar;2;bigram
com muita;2;bigram
muita rigidez;2;bigram
mim que;2;bigram
em relação;2;bigram
relação a;2;bigram
a mim;2;bigram
mim foi;2;bigram
e é;2;bigram
tanto que;2;bigram
das minhas;2;bigram
tipo de;2;bigram
tem alguma;2;bigram
tem várias;2;bigram
em algum;2;bigram
algum momento;2;bigram
uma viagem;2;bigram
fiz com;2;bigram
eu cresci;2;bigram
em um;2;bigram
pai ficou;2;bigram
anos e;2;bigram
foi um;2;bigram
nunca tinha;2;bigram
mim e;2;bigram
gente ficou;2;bigram
ficou no;2;bigram
hotel eu;2;bigram
eu me;2;bigram
me lembro;2;bigram
hoje eu;2;bigram
anos eu;2;bigram
já tinha;2;bigram
por conta;2;bigram
conta disso;2;bigram
mas foi;2;bigram
eu fui;2;bigram
recife fui;2;bigram
em repouso;2;bigram
de sangue;2;bigram
disse que;2;bigram
ia crescer;2;bigram
e oito;2;bigram
a mais;2;bigram
mais alta;2;bigram
alta do;2;bigram
por causa;2;bigram
única vez;2;bigram
vez que;2;bigram
que me;2;bigram
comigo e;2;bigram
totalmente diferente;2;bigram
eu nunca;2;bigram
ido para;2;bigram
mudou muito;2;bigram
tudo totalmente;2;bigram
a forma;2;bigram
mudou para;2;bigram
parte da;2;bigram
da medicina;2;bigram
foi muito;2;bigram
importante que;2;bigram
valores de;2;bigram
da minha;2;bigram
pai quando;2;bigram
quando a;2;bigram
se fosse;2;bigram
fosse assim;2;bigram
faça com;2;bigram
a sua;2;bigram
minha vida;2;bigram
como eles;2;bigram
na hora;2;bigram
vida deles;2;bigram
também não;2;bigram
forma que;2;bigram
pai o;2;bigram
pai foi;2;bigram
aí é;2;bigram
parte que;2;bigram
pai era;2;bigram
era muito;2;bigram
porque era;2;bigram
tenho certeza;2;bigram
não acho;2;bigram
ser assim;2;bigram
senhora pudesse;2;bigram
e agora;2;bigram
qual a;2;bigram
a característica;2;bigram
senhora mais;2;bigram
mais se;2;bigram
se orgulha;2;bigram
orgulha de;2;bigram
e com;2;bigram
com os;2;bigram
pessoas eu;2;bigram
pessoas não;2;bigram
não aceito;2;bigram
aceito muitas;2;bigram
muitas desculpas;2;bigram
nisso aí;2;bigram
você sabe;2;bigram
sabe disso;2;bigram
você é;2;bigram
minha filha;2;bigram
se desculpam;2;bigram
desculpam muito;2;bigram
assim porque;2;bigram
não existe;2;bigram
hoje se;2;bigram
porque não;2;bigram
uma característica;2;bigram
datas eu;2;bigram
dele e;2;bigram
isso isso;2;bigram
herdei dele;2;bigram
também mas;2;bigram
é mais;2;bigram
ela não;2;bigram
não ver;2;bigram
falo muito;2;bigram
simplesmente só;2;bigram
acontecendo ali;2;bigram
o porquê;2;bigram
das coisas;2;bigram
passar para;2;bigram
só porque;2;bigram
e não;2;bigram
pode ser;2;bigram
porque está;2;bigram
a conclusão;2;bigram
ali e;2;bigram
até o;2;bigram
ponto que;2;bigram
está do;2;bigram
estão do;2;bigram
hoje porque;2;bigram
porque ninguém;2;bigram
ninguém vai;2;bigram
hoje é;2;bigram
que acontece;2;bigram
para a;2;bigram
o furo;2;bigram
que ser;2;bigram
mas não;2;bigram
a balde;2;bigram
aí vai;2;bigram
tapando o;2;bigram
o sol;2;bigram
a história;2;bigram
aos filhos;2;bigram
pequenos tiranos;2;bigram
de casa;2;bigram
meu tempo;2;bigram
o provedor;2;bigram
para ele;2;bigram
está errado;2;bigram
o mar;2;bigram
mar nem;2;bigram
do que;2;bigram
tem nada;2;bigram
assim eu;2;bigram
assim me;2;bigram
coisas às;2;bigram
algumas coisas;2;bigram
nada que;2;bigram
de alguma;2;bigram
diferente de;2;bigram
que às;2;bigram
como minha;2;bigram
conselho para;2;bigram
como mãe;2;bigram
de seus;2;bigram
e filha;2;bigram
assim a;2;bigram
tem suas;2;bigram
suas experiências;2;bigram
posso dizer;2;bigram
eu posso;2;bigram
mas no;2;bigram
eu gostaria;2;bigram
de que;2;bigram
você sempre;2;bigram
ou a;2;bigram
as suas;2;bigram
suas próprias;2;bigram
pessoa não;2;bigram
vou fazer;2;bigram
fazer isso;2;bigram
tenho que;2;bigram
todos os;2;bigram
vida é;2;bigram
segurança mas;2;bigram
vai dar;2;bigram
dar certo;2;bigram
arriscar porque;2;bigram
se não;2;bigram
vida que;2;bigram
certa segurança;2;bigram
é essa;2;bigram
coisa e;2;bigram
que pode;2;bigram
o destino;2;bigram
sabe o;2;bigram
que vai;2;bigram
vai acontecer;2;bigram
experiência de;2;bigram
sem olhar;2;bigram
olhar para;2;bigram
os lados;2;bigram
deixar as;2;bigram
tentando tentando;2;bigram
eco das;1;bigram
das raízes;1;bigram
raízes bom;1;bigram
bom dia;1;bigram
dia posso;1;bigram
posso gravar;1;bigram
gravar a;1;bigram
a nossa;1;bigram
nossa entrevista;1;bigram
entrevista com;1;bigram
com certeza;1;bigram
certeza ok;1;bigram
ok eu;1;bigram
eu queria;1;bigram
queria saber;1;bigram
saber como;1;bigram
como era;1;bigram
a relação;1;bigram
relação com;1;bigram
com seus;1;bigram
pais meus;1;bigram
avós quando;1;bigram
quando você;1;bigram
você era;1;bigram
era criança;1;bigram
criança não;1;bigram
relação muito;1;bigram
muito próxima;1;bigram
próxima porque;1;bigram
educação antiga;1;bigram
antiga não;1;bigram
era assim;1;bigram
é hoje;1;bigram
hoje que;1;bigram
que os;1;bigram
pais são;1;bigram
são próximos;1;bigram
próximos hoje;1;bigram
dia a;1;bigram
educação os;1;bigram
é quem;1;bigram
quem mandma;1;bigram
mandma nos;1;bigram
nos pais;1;bigram
pais os;1;bigram
pais não;1;bigram
não têm;1;bigram
têm autoridade;1;bigram
autoridade mas;1;bigram
mas meus;1;bigram
pais onde;1;bigram
gente ia;1;bigram
ia nós;1;bigram
nós íamos;1;bigram
íamos todos;1;bigram
todos eram;1;bigram
seis filhos;1;bigram
comportava a;1;bigram
gente nunca;1;bigram
nunca teve;1;bigram
teve problema;1;bigram
problema de;1;bigram
de quebrar;1;bigram
quebrar coisas;1;bigram
ficar uma;1;bigram
uma desordem;1;bigram
desordem de;1;bigram
ficar correndo;1;bigram
correndo pelos;1;bigram
pelos lugares;1;bigram
lugares de;1;bigram
de ir;1;bigram
ir quebrando;1;bigram
quebrando coisas;1;bigram
coisas eram;1;bigram
seis e;1;bigram
comportava todo;1;bigram
mundo entrava;1;bigram
entrava no;1;bigram
no restaurante;1;bigram
restaurante todo;1;bigram
mundo ficava;1;bigram
ficava ordeiro;1;bigram
ordeiro e;1;bigram
e nesse;1;bigram
nesse ponto;1;bigram
ponto eu;1;bigram
era positivo;1;bigram
positivo porque;1;bigram
porque havia;1;bigram
havia respeito;1;bigram
respeito e;1;bigram
e havia;1;bigram
havia ordem;1;bigram
ordem e;1;bigram
e educação;1;bigram
educação mas;1;bigram
mas meu;1;bigram
pai criou;1;bigram
criou a;1;bigram
gente com;1;bigram
rigidez a;1;bigram
educação era;1;bigram
era muita;1;bigram
rigidez principalmente;1;bigram
principalmente para;1;bigram
que fui;1;bigram
fui a;1;bigram
a primeira;1;bigram
primeira os;1;bigram
os três;1;bigram
três últimos;1;bigram
últimos já;1;bigram
já foram;1;bigram
foram mais;1;bigram
mais suaves;1;bigram
suaves mas;1;bigram
minha educação;1;bigram
educação em;1;bigram
foi sempre;1;bigram
sempre muito;1;bigram
rígida e;1;bigram
é tanto;1;bigram
eu muitas;1;bigram
muitas das;1;bigram
minhas posições;1;bigram
posições das;1;bigram
minhas atitudes;1;bigram
atitudes em;1;bigram
em decorrência;1;bigram
decorrência desse;1;bigram
desse tipo;1;bigram
de educação;1;bigram
educação que;1;bigram
eu tive;1;bigram
tive podemos;1;bigram
podemos dizer;1;bigram
dizer então;1;bigram
então que;1;bigram
relação boa;1;bigram
boa mas;1;bigram
mas tinha;1;bigram
tinha a;1;bigram
a questão;1;bigram
questão da;1;bigram
da autoridade;1;bigram
autoridade a;1;bigram
a autoridade;1;bigram
autoridade era;1;bigram
coisa muito;1;bigram
muito forte;1;bigram
forte muito;1;bigram
muito evidente;1;bigram
evidente ok;1;bigram
ok tem;1;bigram
alguma lembrança;1;bigram
lembrança da;1;bigram
da sua;1;bigram
sua infância;1;bigram
infância que;1;bigram
te marcou;1;bigram
marcou muito;1;bigram
muito tem;1;bigram
várias em;1;bigram
a quê;1;bigram
quê dependendo;1;bigram
dependendo do;1;bigram
do tipo;1;bigram
de situação;1;bigram
situação tem;1;bigram
algumas alguma;1;bigram
que tenha;1;bigram
tenha marcado;1;bigram
marcado em;1;bigram
momento uma;1;bigram
uma lembrança;1;bigram
lembrança um;1;bigram
um presente;1;bigram
presente que;1;bigram
ele deu;1;bigram
deu que;1;bigram
eles deram;1;bigram
deram em;1;bigram
momento alguma;1;bigram
alguma viagem;1;bigram
viagem alguma;1;bigram
coisa assim;1;bigram
assim tem;1;bigram
várias coisas;1;bigram
coisas teve;1;bigram
teve uma;1;bigram
viagem que;1;bigram
com meu;1;bigram
pai que;1;bigram
com ele;1;bigram
ele e;1;bigram
minha irmã;1;bigram
irmã que;1;bigram
gente fez;1;bigram
fez sozinha;1;bigram
sozinha que;1;bigram
foi ao;1;bigram
ao médico;1;bigram
médico a;1;bigram
gente morava;1;bigram
morava em;1;bigram
em penedo;1;bigram
penedo e;1;bigram
ônibus porque;1;bigram
eu estava;1;bigram
estava crescendo;1;bigram
crescendo muito;1;bigram
muito eu;1;bigram
cresci doze;1;bigram
doze centímetros;1;bigram
centímetros em;1;bigram
um ano;1;bigram
ano e;1;bigram
e aí;1;bigram
aí meu;1;bigram
ficou muito;1;bigram
muito preocupado;1;bigram
preocupado eu;1;bigram
eu só;1;bigram
só tinha;1;bigram
ônibus foi;1;bigram
um dia;1;bigram
dia um;1;bigram
um fim;1;bigram
fim de;1;bigram
de semana;1;bigram
semana assim;1;bigram
assim que;1;bigram
aí nunca;1;bigram
nunca aconteceu;1;bigram
aconteceu nunca;1;bigram
tinha acontecido;1;bigram
acontecido minha;1;bigram
mãe não;1;bigram
não podia;1;bigram
podia ir;1;bigram
ir porque;1;bigram
porque tinha;1;bigram
tinha outros;1;bigram
outros quatro;1;bigram
quatro para;1;bigram
para tomar;1;bigram
tomar conta;1;bigram
conta então;1;bigram
então foi;1;bigram
foi eu;1;bigram
eu meu;1;bigram
pai e;1;bigram
e minha;1;bigram
minha outra;1;bigram
outra irmã;1;bigram
irmã a;1;bigram
a segunda;1;bigram
segunda depois;1;bigram
depois de;1;bigram
de mim;1;bigram
lembro demais;1;bigram
demais a;1;bigram
hotel no;1;bigram
no centro;1;bigram
centro de;1;bigram
de recife;1;bigram
recife no;1;bigram
hotel guararapes;1;bigram
guararapes até;1;bigram
até hoje;1;bigram
eu sinto;1;bigram
sinto o;1;bigram
o cheiro;1;bigram
cheiro do;1;bigram
do desinfetante;1;bigram
desinfetante do;1;bigram
do hotel;1;bigram
tinha dezesseis;1;bigram
dezesseis não;1;bigram
anos na;1;bigram
na época;1;bigram
época tinha;1;bigram
setenta eu;1;bigram
setenta um;1;bigram
e um;1;bigram
um por;1;bigram
por aí;1;bigram
aí com;1;bigram
com doze;1;bigram
anos por;1;bigram
disso meu;1;bigram
ficou preocupado;1;bigram
preocupado mas;1;bigram
viagem inesquecível;1;bigram
inesquecível porque;1;bigram
médico era;1;bigram
era um;1;bigram
um médico;1;bigram
médico lá;1;bigram
lá no;1;bigram
no instituto;1;bigram
instituto uma;1;bigram
uma clínica;1;bigram
clínica de;1;bigram
de medicina;1;bigram
medicina nuclear;1;bigram
nuclear e;1;bigram
fiz vários;1;bigram
vários testes;1;bigram
testes de;1;bigram
de vários;1;bigram
vários tipos;1;bigram
tipos eu;1;bigram
fiz exercício;1;bigram
exercício para;1;bigram
para tirar;1;bigram
tirar o;1;bigram
o exercício;1;bigram
exercício em;1;bigram
repouso sem;1;bigram
sem ser;1;bigram
ser em;1;bigram
repouso o;1;bigram
o exame;1;bigram
exame de;1;bigram
sangue esses;1;bigram
esses exames;1;bigram
exames de;1;bigram
sangue foram;1;bigram
foram enviados;1;bigram
enviados para;1;bigram
os estados;1;bigram
estados unidos;1;bigram
unidos eu;1;bigram
eu retornei;1;bigram
retornei a;1;bigram
a recife;1;bigram
recife trinta;1;bigram
trinta dias;1;bigram
dias depois;1;bigram
depois para;1;bigram
para ver;1;bigram
o resultado;1;bigram
resultado e;1;bigram
e o;1;bigram
médico disse;1;bigram
eu ainda;1;bigram
ainda ia;1;bigram
crescer mais;1;bigram
mais ia;1;bigram
crescer de;1;bigram
de seis;1;bigram
seis a;1;bigram
a oito;1;bigram
oito centímetros;1;bigram
centímetros realmente;1;bigram
realmente eu;1;bigram
cresci eu;1;bigram
tenho um;1;bigram
oito mas;1;bigram
eu com;1;bigram
com treze;1;bigram
treze anos;1;bigram
oito eu;1;bigram
eu era;1;bigram
do colégio;1;bigram
colégio no;1;bigram
no sexto;1;bigram
sexto ano;1;bigram
ano eu;1;bigram
já era;1;bigram
meu colégio;1;bigram
colégio mas;1;bigram
mas essa;1;bigram
essa memória;1;bigram
memória foi;1;bigram
foi marcante;1;bigram
marcante porque;1;bigram
porque foi;1;bigram
um momento;1;bigram
momento de;1;bigram
de filha;1;bigram
filha única;1;bigram
única da;1;bigram
da senhora;1;bigram
senhora com;1;bigram
o vovô;1;bigram
vovô ou;1;bigram
ou foi;1;bigram
foi por;1;bigram
causa dos;1;bigram
dos exames;1;bigram
exames foi;1;bigram
foi tudo;1;bigram
tudo foi;1;bigram
eu viajei;1;bigram
viajei com;1;bigram
pai já;1;bigram
já viajei;1;bigram
viajei depois;1;bigram
depois já;1;bigram
já adulta;1;bigram
adulta mas;1;bigram
isso aconteceu;1;bigram
aconteceu foi;1;bigram
que para;1;bigram
me levou;1;bigram
levou para;1;bigram
médico por;1;bigram
causa de;1;bigram
uma preocupação;1;bigram
preocupação que;1;bigram
ele teve;1;bigram
teve comigo;1;bigram
coisa totalmente;1;bigram
diferente foi;1;bigram
uma cidade;1;bigram
cidade que;1;bigram
tinha ido;1;bigram
recife eu;1;bigram
não me;1;bigram
ter ido;1;bigram
fui exclusivamente;1;bigram
exclusivamente para;1;bigram
para ir;1;bigram
ir para;1;bigram
médico e;1;bigram
e depois;1;bigram
depois a;1;bigram
foi mas;1;bigram
mas já;1;bigram
já foi;1;bigram
a família;1;bigram
família toda;1;bigram
toda fomos;1;bigram
fomos ficamos;1;bigram
ficamos em;1;bigram
em outro;1;bigram
outro hotel;1;bigram
hotel e;1;bigram
foi outra;1;bigram
outra viagem;1;bigram
viagem a;1;bigram
de carro;1;bigram
carro mas;1;bigram
mas dessa;1;bigram
dessa vez;1;bigram
vez a;1;bigram
ônibus fomos;1;bigram
fomos e;1;bigram
e voltamos;1;bigram
voltamos de;1;bigram
ônibus entendi;1;bigram
entendi a;1;bigram
muito desde;1;bigram
desde aquela;1;bigram
aquela época;1;bigram
época para;1;bigram
para hoje;1;bigram
dia mudou;1;bigram
mudou muita;1;bigram
muita coisa;1;bigram
coisa mudou;1;bigram
muito em;1;bigram
que sentido;1;bigram
sentido mudou;1;bigram
mudou tudo;1;bigram
totalmente em;1;bigram
mudou em;1;bigram
que tudo;1;bigram
tudo educação;1;bigram
educação tecnologia;1;bigram
tecnologia transporte;1;bigram
transporte tudo;1;bigram
tudo a;1;bigram
forma das;1;bigram
pessoas pensarem;1;bigram
pensarem tudo;1;bigram
totalmente mudou;1;bigram
mudou mudou;1;bigram
mudou sempre;1;bigram
sempre para;1;bigram
pior obviamente;1;bigram
obviamente a;1;bigram
única coisa;1;bigram
que ainda;1;bigram
ainda mudou;1;bigram
mudou um;1;bigram
um pouco;1;bigram
pouco que;1;bigram
para melhor;1;bigram
melhor foi;1;bigram
medicina a;1;bigram
a medicina;1;bigram
medicina mudou;1;bigram
mudou o;1;bigram
o avanço;1;bigram
avanço da;1;bigram
medicina foi;1;bigram
muito grande;1;bigram
grande mas;1;bigram
parte das;1;bigram
pessoas mesmo;1;bigram
mesmo de;1;bigram
de caráter;1;bigram
caráter e;1;bigram
e tudo;1;bigram
tudo essa;1;bigram
parte mudou;1;bigram
pior isso;1;bigram
é fato;1;bigram
fato as;1;bigram
coisas mudaram;1;bigram
mudaram para;1;bigram
pior sensivelmente;1;bigram
sensivelmente ok;1;bigram
ok qual;1;bigram
qual o;1;bigram
o valor;1;bigram
valor mais;1;bigram
mais importante;1;bigram
eles te;1;bigram
te ensinaram;1;bigram
ensinaram essa;1;bigram
de respeito;1;bigram
respeito respeito;1;bigram
respeito confiança;1;bigram
confiança valores;1;bigram
de essa;1;bigram
de valores;1;bigram
de confiança;1;bigram
confiança é;1;bigram
muito importante;1;bigram
importante tanto;1;bigram
tanto do;1;bigram
pai como;1;bigram
como da;1;bigram
mãe mas;1;bigram
mas principalmente;1;bigram
principalmente do;1;bigram
gente trabalha;1;bigram
trabalha principalmente;1;bigram
principalmente no;1;bigram
no trabalho;1;bigram
trabalho relações;1;bigram
relações pessoais;1;bigram
pessoais trabalho;1;bigram
trabalho onde;1;bigram
gente passar;1;bigram
passar a;1;bigram
gente deixar;1;bigram
deixar sempre;1;bigram
sempre uma;1;bigram
uma boa;1;bigram
boa imagem;1;bigram
imagem da;1;bigram
gente que;1;bigram
pessoas sejam;1;bigram
sejam lembradas;1;bigram
lembradas e;1;bigram
e deixam;1;bigram
deixam marca;1;bigram
marca que;1;bigram
pessoa é;1;bigram
pessoa confiável;1;bigram
confiável que;1;bigram
pessoa que;1;bigram
tem valores;1;bigram
valores positivos;1;bigram
positivos que;1;bigram
que deixou;1;bigram
deixou uma;1;bigram
uma marca;1;bigram
marca alguma;1;bigram
coisa de;1;bigram
de positivo;1;bigram
positivo por;1;bigram
por onde;1;bigram
onde passa;1;bigram
passa meu;1;bigram
pai disse;1;bigram
uma frase;1;bigram
frase que;1;bigram
ele me;1;bigram
me ensinou;1;bigram
ensinou que;1;bigram
nunca esqueci;1;bigram
esqueci que;1;bigram
assim seja;1;bigram
indispensável onde;1;bigram
onde você;1;bigram
você for;1;bigram
for faça;1;bigram
o seu;1;bigram
seu trabalho;1;bigram
trabalho faça;1;bigram
sua presença;1;bigram
presença seja;1;bigram
indispensável não;1;bigram
não deixe;1;bigram
deixe que;1;bigram
pessoas lhe;1;bigram
lhe descartem;1;bigram
descartem à;1;bigram
à toa;1;bigram
toa seja;1;bigram
indispensável e;1;bigram
isso uma;1;bigram
que pautei;1;bigram
pautei e;1;bigram
e sempre;1;bigram
sempre procurei;1;bigram
procurei ser;1;bigram
ser na;1;bigram
vida foi;1;bigram
aí bom;1;bigram
bom muito;1;bigram
muito bom;1;bigram
bom a;1;bigram
hoje como;1;bigram
como adulta;1;bigram
adulta a;1;bigram
senhora entende;1;bigram
entende melhor;1;bigram
melhor eles;1;bigram
eles naquela;1;bigram
naquela época;1;bigram
época como;1;bigram
eles agiam;1;bigram
agiam as;1;bigram
eles faziam;1;bigram
faziam sim;1;bigram
sim acho;1;bigram
que na;1;bigram
na vida;1;bigram
gente na;1;bigram
hora a;1;bigram
faz sempre;1;bigram
sempre o;1;bigram
melhor não;1;bigram
pode querer;1;bigram
querer que;1;bigram
deles também;1;bigram
também pode;1;bigram
pode se;1;bigram
se posicionar;1;bigram
posicionar a;1;bigram
deles como;1;bigram
criados eles;1;bigram
eles também;1;bigram
não educaram;1;bigram
educaram a;1;bigram
gente da;1;bigram
da forma;1;bigram
criados porque;1;bigram
a criação;1;bigram
criação deles;1;bigram
deles foi;1;bigram
foi eles;1;bigram
criados com;1;bigram
muita dureza;1;bigram
dureza meus;1;bigram
avós criaram;1;bigram
criaram o;1;bigram
pai tanto;1;bigram
tanto a;1;bigram
mãe como;1;bigram
como o;1;bigram
foi criado;1;bigram
criado de;1;bigram
forma muito;1;bigram
muito dura;1;bigram
dura e;1;bigram
e eles;1;bigram
foram infinitamente;1;bigram
infinitamente melhores;1;bigram
melhores com;1;bigram
gente mas;1;bigram
educação do;1;bigram
rígida isso;1;bigram
é sem;1;bigram
sem dúvida;1;bigram
dúvida e;1;bigram
pode ficar;1;bigram
ficar levando;1;bigram
levando dizendo;1;bigram
dizendo que;1;bigram
que pensar;1;bigram
pensar só;1;bigram
só na;1;bigram
na parte;1;bigram
que foi;1;bigram
foi educada;1;bigram
educada muito;1;bigram
rígida tive;1;bigram
tive uma;1;bigram
uma educação;1;bigram
educação o;1;bigram
muito severo;1;bigram
severo porque;1;bigram
melhor dele;1;bigram
dele tenho;1;bigram
certeza absoluta;1;bigram
absoluta que;1;bigram
ele estava;1;bigram
estava fazendo;1;bigram
fazendo aquilo;1;bigram
ali para;1;bigram
para fazer;1;bigram
fazer o;1;bigram
melhor tenho;1;bigram
certeza que;1;bigram
ele fez;1;bigram
fez o;1;bigram
melhor acho;1;bigram
minha personalidade;1;bigram
personalidade foi;1;bigram
foi lapidada;1;bigram
lapidada dessa;1;bigram
dessa forma;1;bigram
forma não;1;bigram
acho ruim;1;bigram
ruim a;1;bigram
ser não;1;bigram
eu gosto;1;bigram
gosto de;1;bigram
assim se;1;bigram
pudesse mudar;1;bigram
mudar não;1;bigram
não mudaria;1;bigram
mudaria nada;1;bigram
nada não;1;bigram
não ok;1;bigram
agora para;1;bigram
para as;1;bigram
as perguntas;1;bigram
perguntas principais;1;bigram
principais qual;1;bigram
ter dado;1;bigram
dado deles;1;bigram
deles ou;1;bigram
ou de;1;bigram
de algum;1;bigram
algum deles;1;bigram
deles essa;1;bigram
já falei;1;bigram
falei que;1;bigram
uma eu;1;bigram
rígida na;1;bigram
de em;1;bigram
em seus;1;bigram
seus ideais;1;bigram
ideais não;1;bigram
é não;1;bigram
mas na;1;bigram
de de;1;bigram
de analisar;1;bigram
analisar eu;1;bigram
rígida comigo;1;bigram
comigo principalmente;1;bigram
principalmente e;1;bigram
os outros;1;bigram
outros eu;1;bigram
muito severa;1;bigram
severa nas;1;bigram
nas críticas;1;bigram
críticas com;1;bigram
de pensar;1;bigram
pensar sou;1;bigram
muito crítica;1;bigram
crítica no;1;bigram
no comportamento;1;bigram
comportamento das;1;bigram
desculpas nisso;1;bigram
muito você;1;bigram
disso você;1;bigram
é minha;1;bigram
filha você;1;bigram
disso eu;1;bigram
desculpas nem;1;bigram
nem minhas;1;bigram
minhas eu;1;bigram
rígida principalmente;1;bigram
principalmente comigo;1;bigram
pessoas assim;1;bigram
como eu;1;bigram
sou comigo;1;bigram
comigo eu;1;bigram
sou com;1;bigram
tem muitas;1;bigram
muitas coisas;1;bigram
que acontecem;1;bigram
acontecem que;1;bigram
dia isso;1;bigram
acho errado;1;bigram
errado hoje;1;bigram
dia se;1;bigram
muito as;1;bigram
pessoas ah;1;bigram
ah porque;1;bigram
é aquilo;1;bigram
aquilo desculpa;1;bigram
desculpa fulano;1;bigram
fulano fez;1;bigram
fez isso;1;bigram
é assado;1;bigram
assado não;1;bigram
existe desculpa;1;bigram
desculpa as;1;bigram
muito pelas;1;bigram
pelas más;1;bigram
más atitudes;1;bigram
atitudes e;1;bigram
está piorando;1;bigram
piorando o;1;bigram
o mundo;1;bigram
mundo é;1;bigram
é por;1;bigram
disso porque;1;bigram
existe mais;1;bigram
mais rigidez;1;bigram
rigidez tem;1;bigram
certa rigidez;1;bigram
rigidez na;1;bigram
na disciplina;1;bigram
disciplina das;1;bigram
não estou;1;bigram
estou falando;1;bigram
falando de;1;bigram
ter regime;1;bigram
regime de;1;bigram
de dureza;1;bigram
dureza de;1;bigram
de castigo;1;bigram
castigo não;1;bigram
isso tem;1;bigram
